Title,Link,Review
See You in My 19th Life,https://mydramalist.com/716735-see-you-in-my-19th-life,started off interesting and fun but got boring. did have a cute ending though with her forgetting her 19 lives and the ML and her sister remembering her.
Semantic Error,https://mydramalist.com/685259-semantic-error,Good chemistry between the leads and quite steamy at times/good sexual tension. Cute opposites attract slash enemies to lovers story.
Serendipity's Embrace,https://mydramalist.com/735261-is-it-fate,"cute, but average romance with some bright spots but nothing too standout. the main leads are cute, as were the second couple. its only 8 episodes so there really wasnt much development or plot, but it was an easy watch. had a nice soundtrack."
Sh**ting Stars,https://mydramalist.com/698379-shooting-star,Had some cute and funny eps in the beginning but then just got boring and dumb. Too many characters. Main couple and actor couple had some cute moments tho. Promising but just ended up being avg.
She Would Never Know,https://mydramalist.com/58511-sunbae-don-t-put-on-that-lipstick,Started off really weird but interesting and then became a super sweet romance. Rowoon was adorable and the kiss scenes were quality. I liked the gay plot line too - it was handled very well in the end. Did not care at all about the side couples with the chairman and rowoon’s sister and the director and the chairman’s sister. I fast forwarded through those scenes. Eventually the plot slowed and the breakup felt like filler. Cute ending though.
Shopping King Louie,https://mydramalist.com/19012-shopping-king-louis,"Watched this on a total whim and was rewarded. It’s hilarious and has some really cute moments with the main couple. ML has great acting. Fun, easy  watch."
Snowdrop,https://mydramalist.com/62575-snowdrop,"Although some parts dragged like the ones with the wives and some of the characters were so annoying like Bun-Ok and the evil guys, this show made me CRY so much in the finale and the acting was so good. Some of the twists at the end felt like they could have been hinted more and felt a bit random. But damn jung hae in is AMAZING in this and jisoo does well too. Second ML and FL are both bad asses. Really good drama despite the controversy surrounding it. Jung hae in’s eyes kill me the guy knows how to act!! OST was also beautiful and it was beautifully shot as well."
Something in the Rain,https://mydramalist.com/25173-pretty-noona-who-buys-me-food,"Sigh. I have so many opinions about this drama. The first 8 episodes are arguably the BEST romance I’ve ever seen in a kdrama. It’s so unconventional, interesting, real, adorable, and sexy. But episode 9 it all goes downhill. The characters make super annoying choices and the plot suffers from “lack of communication” kdrama trope. The FL’s mom is just AWFUL. The breakup was so annoying and frustrating that I didn’t even care about the ending at all. Ugh, this drama took me so high and then just ended so low."
Soundtrack #1,https://mydramalist.com/713865-why-did-you-come-to-my-house,Short and cute. Leads have decent chemistry but it’s not like off the charts. Happy cute ending. Wish there had been more cute moments.
Spice up Our Love,https://mydramalist.com/771001-the-boss-s-menu-table,"I was so excited for this spin off because I loved No Gain No Love and really liked the second couple in it, but this was such a disappointment. I thought it would start after No Gain No Love ended and continue the second couple’s relationship so we could see more of their development, but instead the plot started before they got together so it was far less satisfying and lost a lot of the charm and chemistry that No Gain No Love had. The fantasy mechanics of the plot were also poorly written and it just fell flat overall. Such a letdown. It does have a good OST sung by the male lead though."
Squid Game,https://mydramalist.com/40257-round-six,"The hype is real, this show is great. It pulls you in and you just wanna binge and find out what happens. So many characters to love (and love to hate). Justice for Ali!!! Also SHOCKED that the detective died?? Ending was a bit random though, like this old guy is just rich and bored?? But I guess it was a comment on capitalism lol. Anyways, very well done overall. I think they’re doing a season 2 so that will be interesting."
Squid Game Season 2,https://mydramalist.com/714529-squid-game-season-2,"Slow start but was still a fun watch with several surprising twists like when one of the characters featured turned out to be a masked guard not a player, and when player 001 turned out to be the frontman (the police officer’s brother). But it felt like half a season, not a full season, and lacked the punch and impact that season 1 had. I didn’t feel as emotionally invested in the characters as I was in season 1, with the exception of the transgender woman played by Park Sung Hoon, who was by far my favorite character. Its understandable that sequels are usually setup in a trilogy, but what started as a revenge plot ended up being a bit of a letdown because the main character Gihoon basically had no plan at all until the last episode where he suddenly gets a crew together to steal the guards’ guns, but it goes nowhere. Even if the frontman/player 001 hadn’t betrayed him and sabotaged the plan in the end, it probably wouldn’t have succeeded…so it feels like we’re back at square one with no plot movement at all, especially since the plotline with the police officer went nowhere the entire season. Overall, it just lacked a lot of the tension and dynamism of the previous season. But it was still entertaining enough to binge in 2 days."
Start-Up,https://mydramalist.com/51909-sandbox,A bit conflicted about this one. It starts off SO strong and it was some extremely hilarious moments and a great cast overall. But I got such intense SML syndrome that I wasn’t as engaged bc I knew the FL and ML would def end up together. The SML had such a better backstory and connection to the FL that it was disappointing for her to choose the ML…alas. Pretty solid overall. Worth a watch but idk about a rewatch.
Strong Woman Do Bong Soon,https://mydramalist.com/18894-strong-woman-do-bong-soon,Cute. Main couple have a lot of chemistry. Cute happy ending. Awkwardly goes between very intense and very comedic too quickly. Pretty homophobic. Cute happy ending. Fast forwarded some parts. Some plot lines were dumb like with the fake Indian monk and the gay manager at work.
Summer Strike,https://mydramalist.com/703721-i-don-t-want-to-do-anything,"Damn, this drama hit me in the feels. It was so beautifully done, from the acting to the OST to the character development. I didn’t love that it became a murder mystery but it was at least wrapped up nicely with ample time for an “epilogue.”  I wanted more romance (like just one more hug even?? lol) between the main leads, but it did make sense for their shy personalities and was still so sweet. And the real love story is Yeo Rum and Bom, their friendship and sisterly type love was so heartwarming and their chemistry as actors was so natural. Ah, I’m still teary eyed after that finale. Def a top drama for me for 2022. And so unexpected! I watched it on a whim and I’m so glad I did."
Sweet Home,https://mydramalist.com/34064-sweet-home,"very gory, but the characters are interesting. similar to happiness, especially the theme that the humans are scarier than the monsters. i think i liked happiness better though. but this was good enough to make me want to watch the second season."
Taxi Driver,https://mydramalist.com/52921-model-taxi,"Started off really strong. In later episodes, the plot drags a bit. Could have been 12 episodes and would’ve been better. Liked the ending with the prosecutor joining the rainbow taxi team tho. Will watch season 2."
The Atypical Family,https://mydramalist.com/748581-although-i-am-not-a-hero,"Wow. What a gem of a show. The trailers didnt grab me initially when this came out but then i kept hearing good things about this drama and im so glad i decided to watch it. The male lead was so good at playing a depressed person and then it was such a joy to watch him become happy again, and he was equally good at playing both a clueless but earnest father trying his best and a hopeless romantic. the female lead was also great, and between this drama and be melodramatic she is shaping up to be one of my favorite korean actresses of all time. the writing and plot was so fun, refreshing, and original. I cried so many tears while watching this show. I loved the love story, it was a very cosmic one, what with the “my past is your future” threadline but it was also so full of cute little moments that felt real, and not forced or like fan service. I love when kdrama romances feel genuine, and arent overly chaste or infanfile, and this one was mature and intense without being overly melodramatic or over the too. Also loved all the wholesome dad-daughter moments. The mom and sister could be kind of annoying, but they good redemption arcs. There were some really emotional and well done moments related to weight and emotional eating that really hit home for me. My heart just felt so warm while watching this show. And then i was crying for the entire last 20 minutes of the finale. The ending of the male lead’s son having the super power of beinf able to retrieve lost things and bring back his dad was so sweet. That final moment when the leads reunite was precious. I wish there’d been more of a reunion, but the moment and the ending overall was well done. Also the OST and cinematography was very good. Overall just a fantastic show."
The Fabulous,https://mydramalist.com/712411-fabulous,"Very cheesy, but had its cute moments. Good music and loved the fashion. Also love how lgbtq forward it was (by kdrama standards) with its openly gay character"
The Forbidden Marriage,https://mydramalist.com/716549-golden-spirit-joseon-marriage-prohibition,"Started off strong, but then got serious and the FL lost all of her fun quirky personality. Also had major second male lead syndrome for the first half. Overall just okay."
The Glory,https://mydramalist.com/685237-untitled-kim-eun-sook-project,"So brutal, the early scenes in the first few episodes had me bawling. Intriguing story, good acting. Love Ms Kang and her relationship with the FL. ML turning out to be a little messed up himself was a good plot twist. Looking forward to the second season and seeing how this story ends."
The Glory Part 2,https://mydramalist.com/745581-the-glory-season-2,"Such a satisfying ending to see all the terrible people get their just desserts, especially the main bully. Glad it was a happy ending for the main lead and her helpers. I liked the twist at the end of the MLs mom asking the FL to save her son by helping execute his revenge. Liked the motif of the FL not giving in to suicide because she saves others. Overall really good ending to a tragic story. Great revenge plot."
The Good Bad Mother,https://mydramalist.com/733003-bad-mother,Really good drama. You love to hate the mom and eventually you love to love the mom. ML’s acting is so good. Very endearing ensemble cast. Tear jerking ending but also satisfying. And the two kids are so cute. Good well rounded drama.
The Heirs,https://mydramalist.com/6640-the-heirs,It’s been like 10+ years since I watched this drama…I imagine it would be HELLA cheesy if I rewatched other and probably doesn’t age super well lol. But at the time I remember liking the SML a lot.
The Judge from Hell,https://mydramalist.com/758169-the-judge-from-hell,"A pretty interesting drama. It’s an enemy to lovers story with a twist. The twist being that they are actually legitimate enemies: her a corrupt judge who gives murderers light sentences and him a homicide detective who wants to put the murderers in prison. The next twist is that she’s actually a demon who has to kill the murderers and send them to hell, which is why she needs to let them off easy in court. I liked the creative way the show called attention to corruption in the justice system while also developing the cat and mouse game between the two leads for the first half of the show.

But in the later episodes — after the fake out of the male lead dying — it lost me. There were a lot of plot holes and loose ends, and what chemistry the two leads had at the beginning with the enemies tension was totally gone by the end. Overall it was still a fun show, but I dont think it was amazing as some people made it out to be."
The King's Affection,https://mydramalist.com/683673-affection,"Great acting, solid plot, cute romance, could be slightly boring at times but overall good pacing. Fun twist to a historical drama. Rowoon is great. As usual."
The Law Cafe,https://mydramalist.com/719533-love-according-to-law,"Very melodramatic at times but also has cute romance, cute characters, and a lot of sex positivity!"
The Matchmakers,https://mydramalist.com/747083-sending-me-to-you,"Such a good comedy historical drama. Rowoon is hilarious, the female lead is gorgeous, and the ensemble cast is
A++. Very well rounded drama with comedy, political plot that kept me guessing, and cute romance. especially loved the old maidens and their couples. made me LOL and also swoon. rowoon keeps getting better in every drama of his i watch. would have liked a bit more time with the happy couple at the end but at least it was a happy ending so cant complain. also, cinematography and music was perfecf."
The Red Sleeve,https://mydramalist.com/61399-dress-sleeved-red,It’s hard to describe my feelings after this drama. The show was so tragic. It was so hard to see the FL give up her freedom in exchange for love when the king could not fully love her. Then again he chose in the end to be with her in death for eternity rather than continue living as king. I agree that it would have been satisfying to have an ending where she is free and with her friends but somehow this ending feels more complex - she did love him as a person but not as the king and in the end he chose her over being the king but only could in death bc he was trapped just as much as she was. DAMN. Just so complex and so many emotions. Junho is AMAZING and the first half of this show is so pure and great before all the tragedy sinks in. Best historical drama I’ve ever watched. Rated it higher after watching the behind the scenes bc the cast has so much chemistry and I love it.
The Story of Park's Marriage Contract,https://mydramalist.com/747725-park-s-contract-marriage-story,"started off SO STRONG but then kind of lost me at the end. the twist of the grandpa being the real villain was kinda good, but then the random guy who had a grudge against the grandpa was so unnecessary and not fleshed out enough. MLs had great chemistry and theres lots of good kiss and cute couple scenes. the second couple/sidekicks are also good. some characters like the aunt felt entirely unnecessary. feel like it would have been stronger if it had been 14 or 16 episodes, but still overall a fun and bingeable watch."
Thirty but Seventeen,https://mydramalist.com/28327-thirty-but-seventeen,"An older drama that can be a bit cheesy but is over a super solid. Funny, cute romance, great cast, interesting plot (tho a bit tropey). This FL is great in everything I’ve seen her in. ML is forgettable and not that cute but their chemistry worked. Ahn  Hyeoseop is in it and he’s super young but MAN does he look different than he does in a business proposal lol."
To My Star,https://mydramalist.com/680749-to-my-star,Cute but way too short. Wanted more cute couple moments. Love the bed kiss scene at the end tho - was def less chaste than other bl dramas I’ve seen so far.
Tomorrow with You,https://mydramalist.com/18882-tomorrow-with-you,"Plot dragged a little and could be kind of convoluted but was also interesting and did keep you guessing. Chemistry is great and the relationship is very realistic. Good mix of scifi, romance, and suspense. Overall a good watch."
Touch Your Heart,https://mydramalist.com/30817-touch-your-heart,"Super cute, fairly uncomplicated romcom. Cute pairing of the leads and good chemistry. Funny ensemble cast - loved the other lawyers in the firm."
True Beauty,https://mydramalist.com/38627-true-beauty,Finally a drama where I actually LIKED the love triangle and both male leads!! Acting was great and the cast is so funny. Loved the music too. Nothing too deep here but just such a fun and cute drama. Best high school drama I’ve watched
True to Love,https://mydramalist.com/725573-i-m-serious-about-dating,"this started promising. the concept was interesting, and the first few episodes were a bit slow but decent. but then it got boring. then it picked up again in the middle and had some cute moments with the main couple. the ML is so cute (esp when he smiles) so i was pretty invested for a bit but then they did the whole miscommunication trope that annoyed me. it took a million eps for the leads to confess to liking each other which was just frustrating. also all the side couples were weird. the married couple was boring and felt like an odd match. the boss and the girl at work had a big age difference that felt a bit creepy. the sister seemed to be in her early or mid twenties but acted and was treated like a child, and her boyf was low key a bit stalkery at first. also he was not cute and their relationship was not that deep yet ended in a pregnancy and marriage which was weird. overall a below avg drama with a few bright spots."
Twenty-Five Twenty-One,https://mydramalist.com/695149-twenty-five-twenty-one,Would have been a 10/10 drama if not for the ending. The breakup didn’t make sense for their characters. They were such a unique and strong couple out of any kdrama I’d ever seen and then to have them break up just bc of long distance fell completely flat. Side characters in this show are amazing I loved them all. Also the music and costumes were great.
Twinkling Watermelon,https://mydramalist.com/739603-sparkling-watermelon,extremely wholesome. a drama that pulls you in and gives you all the feels. good ensemble cast. funny. male leads are cute. heartwarming plot. nice ending. an all rounder. love the spotlight it shines on the deaf community and accessibility. actors are all really good.
Vincenzo,https://mydramalist.com/61371-vincenzo,"SO GOOD. This drama has everything - romance, action, mystery, humor, great acting. Leads are AMAZING, actually the whole cast is. Can’t believe I dropped it on first watch bc I ended up loving it."
Weightlifting Fairy Kim Bok Joo,https://mydramalist.com/19262-weightlifting-fairy-kim-bok-joo,"SO CUTE! chemistry among the leads is so good. Great soundtrack, good cast, perfect friends to dating romance. So funny too. Didn’t love the fatshaming tho"
What Comes after Love,https://mydramalist.com/755807-things-that-come-after-love,"This is first and foremost a breakup story, rather than a romance, though it does have a happy ending even though its open-ended. It starts off very fun and cute and then very quickly veers into
melodrama territory, but the pacing is to be expected since its such a short miniseries. As annoying as the main couple’s miscommunication is at times, I do think their struggles were kind of realistic and relatable. I also liked that this story shows an international and cross-cultural couple; I think this is the first kdrama I’ve watched that features this as the main couple. I didn’t love it overall, but it was cool to see the juxtaposition of Japanese and Korean culture and language, and I was very impressed by the main actress’s Japanese. I also loved the scene where they have an argument and she defaults to yelling in Korean, even though he doesn’t understand. That was very powerful to watch and her acting was A+."
When the Camellia Blooms,https://mydramalist.com/30911-when-camellia-blooms,ML is cute but FL is boring.  Mystery is kind of interesting but the rest is boring. Pretty subpar overall but was compelling enough to keep watching tho I did watch it early on in my kdrama journey
When the Phone Rings,https://mydramalist.com/766179-the-number-you-have-dialed,"might be the only drama where ive rewatched episodes while waiting for the new episodes to drop. strong urge to rewatch episode as soon as i finish it. the scenes with the main couple are just so captivating. its definitely an over the top soapy type of drama but i loved it. the hype is real. also had some of the best kdrama kiss scenes (including one of the best kdrama kisses of the decade in episode 7 — dripping with passion fr fr). the last few episodes had a bit too much back and forth of the main leads ending up in the hospital and overall I liked the first half of the series better. there are definitely some plot holes and the final episode is pretty bad. the part in the finale with the fictional war torn country Argan was also ABSURD and totall unnecessary. despite these flaws, the compelling plot and off the charts chemistry make this a very fun drama. It’s tropey but its really well done for this type of drama."
When the Weather Is Fine,https://mydramalist.com/39601-i-ll-go-to-you-when-the-weather-is-nice,Slow and sweet romance. Interesting family dynamics. Book club is cute. Warm and cozy feel to this drama but it wasn’t like an absolute standout
Where Stars Land,https://mydramalist.com/28621-incheon-airport-people,I liked the airport slice of life aspect but didn’t love the backstory of the ML. Very melodramatic at times. Really liked the second couple. Also Rowoon is in it so duh.
Where Your Eyes Linger,https://mydramalist.com/59839-before-your-eyes-stop,Very low budget short miniseries. One of the MLs is super attractive. Cute at times but just okay.
You're Beautiful,https://mydramalist.com/2986-youre-beautiful,Watched this so long ago so don’t remember it perfectly. Generally a pretty tropey drama but cute. Wonder if it ages well tho
Youth of May,https://mydramalist.com/74275-youth-of-may,"I cried so much, two amazing leads with great chemistry, such a sad love story"
Yumi's Cells,https://mydramalist.com/60627-yumi-s-cell,Started off really promising and I liked the first few eps but Yumi has like zero personality. Characters were too immature. The animation was cute for a while but got old
